"type","language","filename","graph","reordering","NES","NWES","time","bandwidth","profile","span","avgwavefront","RMSwavefront","reachtime","peaknodes"
statistics,"PNML","spec/PNML/circadian_clock-000100.pnml","bipartite","bk","0.299","0.408","0.000","7","172","240","4.4","4.62","20.340","22019"
performance,"PNML","spec/PNML/2D8_gradient_40x40_10.pnml","bipartite","bk",,,"1.020",,,,,,"262.860","105490"
statistics,"PNML","spec/PNML/CircularTrain-048.pnml","bipartite","bs","0.09115","0.09954","0.000","12","1401","1526","4.875","4.9032","0.570","8882"
performance,"PNML","spec/PNML/RAS-C-100.pnml","bipartite","Noack2",,,"0.020",,,,,,"0.750","4869"
performance,"PNML","spec/PNML/database4UNFOLD.pnml","total","bcm",,,"0.010",,,,,,"119.270","915040"
performance,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","total","bcm",,,"0.010",,,,,,"0.090","480"
performance,"PNML","spec/PNML/FMS-50.pnml","bipartite","f",,,"0.000",,,,,,"15.360","63566"
performance,"PNML","spec/PNML/RAS-C-50.pnml","bipartite","f",,,"0.000",,,,,,"0.230","2687"
statistics,"PNML","spec/PNML/open_system_0.pnml","bipartite","Noack2","0.10397","0.15829","0.000","348","72545","6872","106.944","121.192","4.120","11525"
performance,"PNML","spec/PNML/closed_system4.pnml","bipartite","f",,,"0.030",,,,,,"7.020","20880"
performance,"PNML","spec/PNML/Kanban-5.pnml","bipartite","vacm",,,"0.000",,,,,,"0.130","7692"
performance,"PNML","spec/PNML/Philosophers-20.pnml","bipartite","bs",,,"0.000",,,,,,"0.020","768"
performance,"PNML","spec/PNML/Vasy2003.pnml","bipartite","Noack2",,,"0.020",,,,,,"17.280","13244"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0064DC0016.pnml","bipartite","Noack1","0.57","0.94","0.000","14","195","78","6.53","7.11","0.000","9"
performance,"PNML","spec/PNML/eratosthenes-020.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","30"
statistics,"PNML","spec/PNML/FMS-5.pnml","bipartite","vgps","0.205","0.233","0.000","6","207","304","4.31","4.585","0.020","635"
performance,"PNML","spec/PNML/Peterson-3.pnml","bipartite","vcm",,,"0.010",,,,,,"486.280","217942"
performance,"PNML","spec/PNML/simple_lbs-5.pnml","bipartite","vacm",,,"0.000",,,,,,"1.030","15041"
performance,"PNML","spec/PNML/shared_memory-pt-10.pnml","total","bs",,,"0.030",,,,,,"2.870","30896"
performance,"PNML","spec/PNML/erk-000010.pnml","none","none",,,0,,,,,,"0.560",
performance,"PNML","spec/PNML/circadian_clock-000001.pnml","bipartite","bs",,,"0.000",,,,,,"0.000","43"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT1024DC0256.pnml","total","bk",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/FMS-5.pnml","total","vcm","0.216","0.272","0.000","15","1020","1601","10.09","10.54","0.030","1168"
statistics,"PNML","spec/PNML/Vasy2003.pnml","bipartite","Noack1","0.15626","0.237654","0.030","1260","892539","213991","309.2458","339.2454","21.250","13605"
performance,"PNML","spec/PNML/eratosthenes-500.pnml","bipartite","bcm",,,"0.060",,,,,,"4.720","903"
statistics,"PNML","spec/PNML/closed_system5.pnml","total","bcm","0.12483","0.13256","0.040","231","126931","186836","71.45069","90.9565","4.300","26026"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT4096DC1024.pnml","none","none",,,0,,,,,,"0.000",
statistics,"PNML","spec/PNML/2D8_gradient_5x5_50.pnml","bipartite","vacm","0.2017","0.2522","0.000","44","4485","5361","21.639","24.296","350.710","480570"
performance,"PNML","spec/PNML/parking_1_4.pnml","bipartite","bs",,,"0.000",,,,,,"0.040","726"
performance,"PNML","spec/PNML/MAPK-40.pnml","bipartite","Noack1",,,"0.010",,,,,,"35.480","94788"
performance,"PNML","spec/PNML/IBM703.pnml","total","bcm",,,"0.010",,,,,,"0.370","1579"
performance,"PNML","spec/PNML/QCertifProtocol_06-unfold.pnml","bipartite","bs",,,"0.000",,,,,,"15.160","352245"
performance,"PNML","spec/PNML/RAS-R-15.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.030","416"
performance,"PNML","spec/PNML/TokenRing-15-unfolded.pnml","total","vacm",,,"38.810",,,,,,"64.930","17525"
performance,"PNML","spec/PNML/2D8_gradient_5x5_50.pnml","bipartite","Noack2",,,"0.000",,,,,,"720.660","877808"
performance,"PNML","spec/PNML/shared_memory-pt-10.pnml","total","bcm",,,"0.020",,,,,,"56.970","348727"
statistics,"PNML","spec/PNML/RAS-R-2.pnml","bipartite","vgps","0.48","0.79","0.000","4","67","85","3.86","4.05","0.000","19"
performance,"PNML","spec/PNML/2D8_gradient_30x30_10.pnml","bipartite","vgps",,,"0.610",,,,,,"107.570","59290"
performance,"PNML","spec/PNML/RAS-C-20.pnml","total","vcm",,,"0.000",,,,,,"0.040","1018"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0512DC0256.pnml","bipartite","f","0.5","0.77","0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/RAS-C-3.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.000","130"
statistics,"PNML","spec/PNML/lamport_fmea-2.pnml","bipartite","vacm","0.3584","0.482","0.000","50","6112","8765","32.364","34.806","0.120","1252"
performance,"PNML","spec/PNML/CircularTrain-192.pnml","bipartite","vcm",,,"0.000",,,,,,"627.320","554185"
performance,"PNML","spec/PNML/IBM703.pnml","none","none",,,0,,,,,,"6.510",
performance,"PNML","spec/PNML/closed_system3.pnml","bipartite","bk",,,"0.000",,,,,,"4.470","21673"
performance,"PNML","spec/PNML/SwimmingPool-5.pnml","bipartite","bs",,,"0.000",,,,,,"578.070","1624425"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT1024DC0256.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/Peterson-3.pnml","total","vcm",,,"0.000",,,,,,"465.320","215400"
statistics,"PNML","spec/PNML/CircularTrain-048.pnml","bipartite","vcm","0.09614","0.1063","0.000","8","1087","1565","6.7917","6.9452","0.630","9870"
performance,"PNML","spec/PNML/angiogenesis-10.pnml","total","bs",,,"0.010",,,,,,"57.930","243743"
statistics,"PNML","spec/PNML/SwimmingPool-4.pnml","bipartite","vgps","0.49","0.75","0.000","5","77","92","4","4.24","118.370","151489"
performance,"PNML","spec/PNML/sg-2-1-2.pnml","bipartite","vacm",,,"0.000",,,,,,"5.030","17393"
performance,"PNML","spec/PNML/unf-8x8-4stageSEN-01.pnml","bipartite","bs",,,"0.020",,,,,,"28.520","68316"
performance,"PNML","spec/PNML/2D8_gradient_5x5_10.pnml","total","vacm",,,"0.010",,,,,,"0.310","1685"
statistics,"PNML","spec/PNML/FMS-20.pnml","total","vgps","0.207","0.238","0.000","13","902","1390","8.835","9.458","1.120","16009"
performance,"PNML","spec/PNML/philo_dyn-3-unfolded.pnml","total","bcm",,,"0.010",,,,,,"0.040","695"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0064DC0032.pnml","bipartite","vgps",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/RAS-R-10.pnml","total","vacm",,,"0.000",,,,,,"0.010","218"
statistics,"PNML","spec/PNML/2D8_gradient_40x40_10.pnml","total","vacm","0.021785642","0.022521662","378.080","1108","24851996","35306482","559.1716271","593.7994244","447.530","105500"
statistics,"PNML","spec/PNML/RAS-C-10.pnml","bipartite","vacm","0.125","0.1439","0.000","8","680","862","6.18","6.306","0.000","490"
statistics,"PNML","spec/PNML/RAS-R-2.pnml","bipartite","vcm","0.52","0.88","0.000","6","80","87","4.5","4.88","0.000","25"
performance,"PNML","spec/PNML/RAS-C-50.pnml","bipartite","vacm",,,"0.010",,,,,,"0.350","2650"
performance,"PNML","spec/PNML/soli0_square5.pnml","total","vcm",,,"0.000",,,,,,"41.350","185756"
performance,"PNML","spec/PNML/eratosthenes-100.pnml","bipartite","bcm",,,"0.000",,,,,,"0.040","173"
performance,"PNML","spec/PNML/database4UNFOLD.pnml","bipartite","Noack2",,,"0.000",,,,,,"64.760","532481"
performance,"PNML","spec/PNML/Philosophers-100.pnml","bipartite","vacm",,,"0.040",,,,,,"0.310","3177"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT1024DC0512.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/cs_repetitions-4-unfolded.pnml","bipartite","f",,,"0.000",,,,,,"1071.960","252732"
performance,"PNML","spec/PNML/FMS-50.pnml","bipartite","bk",,,"0.000",,,,,,"61.580","179994"
performance,"PNML","spec/PNML/Philosophers-5.pnml","bipartite","vgps",,,"0.000",,,,,,"0.000","135"
performance,"PNML","spec/PNML/Kanban-5.pnml","total","bs",,,"0.000",,,,,,"0.040","402"
performance,"PNML","spec/PNML/neoelection-3.unf.pnml","total","vacm",,,"0.840",,,,,,"30.240","113436"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0064DC0032.pnml","total","vgps","0.51","0.82","0.000","11","454","687","8.705","9.124","0.000","9"
performance,"PNML","spec/PNML/MAPK-40.pnml","bipartite","vacm",,,"0.010",,,,,,"470.070","522338"
performance,"PNML","spec/PNML/database2UNFOLD.pnml","bipartite","bs",,,"0.000",,,,,,"0.000","174"
performance,"PNML","spec/PNML/ring.pnml","bipartite","bk",,,"0.000",,,,,,"5.320","45049"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0008.pnml","bipartite","f",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/SafeBus-03-unfolded.pnml","bipartite","Noack2",,,"0.010",,,,,,"0.560","5430"
statistics,"PNML","spec/PNML/IBM319.pnml","bipartite","vacm","0.047431","0.052754","0.000","20","5195","8060","10.703","11.7776","0.270","1599"
performance,"PNML","spec/PNML/2D8_gradient_30x30_10.pnml","bipartite","vcm",,,"0.310",,,,,,"195.240","59290"
performance,"PNML","spec/PNML/Kanban-10.pnml","bipartite","Noack2",,,"0.000",,,,,,"1.680","47926"
performance,"PNML","spec/PNML/2D8_gradient_20x20_10.pnml","total","vcm",,,"0.110",,,,,,"93.340","26290"
statistics,"PNML","spec/PNML/CircularTrain-024.pnml","bipartite","vacm","0.1875","0.2255","0.000","8","539","762","6.597","6.81","0.040","1396"
performance,"PNML","spec/PNML/HouseConstruction-010.pnml","bipartite","vacm",,,"0.000",,,,,,"5.610","157388"
performance,"PNML","spec/PNML/eratosthenes-050.pnml","bipartite","f",,,"0.000",,,,,,"0.020","83"
performance,"PNML","spec/PNML/shared_memory-pt-5.pnml","bipartite","vacm",,,"0.000",,,,,,"0.020","1350"
statistics,"PNML","spec/PNML/RAS-C-5.pnml","bipartite","vgps","0.237","0.288","0.000","7","306","396","5.22","5.357","0.010","244"
performance,"PNML","spec/PNML/erk-000100.pnml","total","vcm",,,"0.000",,,,,,"1250.070","1082111"
performance,"PNML","spec/PNML/closed_system2.pnml","total","bcm",,,"0.010",,,,,,"4.230","17110"
statistics,"PNML","spec/PNML/RAS-C-20.pnml","bipartite","vcm","0.06479","0.07","0.000","10","1407","1828","6.41","6.5597","0.040","1018"
performance,"PNML","spec/PNML/shared_memory-pt-5.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.040","1236"
performance,"PNML","spec/PNML/UtahNoC.pnml","total","vacm",,,"0.150",,,,,,"491.840","106362"
statistics,"PNML","spec/PNML/Kanban-10.pnml","bipartite","bcm","0.305","0.454","0.000","10","206","251","4.469","4.877","2.460","20306"
performance,"PNML","spec/PNML/2D8_gradient_10x10_10.pnml","total","vgps",,,"0.040",,,,,,"3.000","6490"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0016DC0008.pnml","none","none",,,0,,,,,,"0.000",
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT1024DC0256.pnml","bipartite","bk","0.51","0.78","0.000","6","94","125","4.35","4.61","0.000","9"
performance,"PNML","spec/PNML/FMS-20.pnml","total","bs",,,"0.000",,,,,,"0.400","5767"
performance,"PNML","spec/PNML/RAS-R-100.pnml","total","bs",,,"0.010",,,,,,"10.010","17423"
statistics,"PNML","spec/PNML/rwmutex-r10w100.pnml","bipartite","f","0.28905","0.39217","0.010",,,,,,"1.190","27960"
performance,"PNML","spec/PNML/HouseConstruction-005.pnml","total","vgps",,,"0.000",,,,,,"0.300","9850"
performance,"PNML","spec/PNML/QCertifProtocol_06-unfold.pnml","bipartite","vacm",,,"0.010",,,,,,"32.240","387615"
performance,"PNML","spec/PNML/raft_03.pnml","bipartite","vcm",,,"0.000",,,,,,"0.540","15439"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0512DC0256.pnml","bipartite","vcm","0.53","0.82","0.000","7","99","134","4.82","5.19","0.000","9"
performance,"PNML","spec/PNML/BridgeAndVehicles-V20-P20-N10-unfolded.pnml","bipartite","Noack2",,,"0.010",,,,,,"330.210","1765043"
statistics,"PNML","spec/PNML/2D8_gradient_5x5_50.pnml","bipartite","vgps","0.2022","0.2459","0.000","37","3883","5173","15.432","17.56","333.940","236525"
performance,"PNML","spec/PNML/HouseConstruction-005.pnml","total","vgps",,,"0.000",,,,,,"0.190","9850"
statistics,"PNML","spec/PNML/cs_repetitions-3-unfolded.pnml","bipartite","vacm","0.5409","0.9776","0.000","65","8004","9440","44.46","49.115","156.480","1663316"
performance,"PNML","spec/PNML/Philosophers-20.pnml","bipartite","bk",,,"0.010",,,,,,"0.030","657"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT4096DC2048.pnml","bipartite","bs",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/eratosthenes-500.pnml","bipartite","vgps",,,"1.120",,,,,,"3.300","903"
performance,"PNML","spec/PNML/SafeBus-06-unfolded.pnml","none","none",,,0,,,,,,"1037.640",
performance,"PNML","spec/PNML/RAS-R-20.pnml","total","bcm",,,"0.000",,,,,,"0.100","775"
statistics,"PNML","spec/PNML/MAPK-8.pnml","total","bs","0.191","0.239","0.000","35","1889","2555","8.3099","8.5679","0.060","995"
performance,"PNML","spec/PNML/MAPK-8.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.100","1191"
statistics,"PNML","spec/PNML/lamport_fmea-3.pnml","bipartite","bcm","0.40385","0.55946","0.010","109","18938","24184","44.535","52.173","3.720","21738"
statistics,"PNML","spec/PNML/RAS-R-15.pnml","bipartite","Noack2","0.1026","0.1118","0.000","77","4445","557","31.33","35.84","0.050","416"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0128.pnml","bipartite","vgps","0.53","0.82","0.000","6","93","131","4.53","4.81","0.000","9"
performance,"PNML","spec/PNML/BridgeAndVehicles-V20-P20-N20-unfolded.pnml","bipartite","Noack2",,,"0.010",,,,,,"218.920","895140"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0016.pnml","bipartite","bcm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/HouseConstruction-002.pnml","bipartite","bk",,,"0.000",,,,,,"0.010","584"
performance,"PNML","spec/PNML/circadian_clock-000010.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.020","650"
statistics,"PNML","spec/PNML/rwmutex-r10w100.pnml","total","bs","0.51099","0.69355","0.880","2883","3690088","3807313","121.8474","134.1416","0.540","883"
performance,"PNML","spec/PNML/BridgeAndVehicles-V10-P10-N10-unfolded.pnml","bipartite","bs",,,"0.000",,,,,,"72.270","228156"
performance,"PNML","spec/PNML/Philosophers-5.pnml","bipartite","vcm",,,"0.000",,,,,,"0.000","137"
statistics,"PNML","spec/PNML/lamport_fmea-4.pnml","bipartite","bs","0.24734","0.24687","0.020","299","33519","31838","25.8384","28.1802","35.440","68070"
performance,"PNML","spec/PNML/circadian_clock-000010.pnml","total","bk",,,"0.000",,,,,,"0.020","228"
performance,"PNML","spec/PNML/CircularTrain-048.pnml","bipartite","vgps",,,"0.000",,,,,,"0.590","10177"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0064.pnml","bipartite","bcm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/eratosthenes-020.pnml","bipartite","bk",,,"0.000",,,,,,"0.000","30"
performance,"PNML","spec/PNML/soli0_square5.pnml","bipartite","bcm",,,"0.000",,,,,,"20.360","99180"
performance,"PNML","spec/PNML/MAPK-8.pnml","total","vcm",,,"0.000",,,,,,"0.080","616"
performance,"PNML","spec/PNML/SwimmingPool-5.pnml","total","vacm",,,"0.000",,,,,,"351.930","287484"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT4096DC2048.pnml","total","vacm",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/Philosophers-100.pnml","total","vcm","0.015116","0.0154004","0.170","37","73219","104972","26.42192","26.90973","0.310","3177"
performance,"PNML","spec/PNML/philo_dyn-3-unfolded.pnml","total","vgps",,,"0.000",,,,,,"0.050","595"
performance,"PNML","spec/PNML/2D8_gradient_10x10_10.pnml","total","bk",,,"0.010",,,,,,"2.340","6490"
performance,"PNML","spec/PNML/RAS-R-5.pnml","total","vgps",,,"0.000",,,,,,"0.010","76"
statistics,"PNML","spec/PNML/MAPK-40.pnml","total","vgps","0.239","0.312","0.000","30","2640","3979","13.979","15.567","8.890","35812"
performance,"PNML","spec/PNML/cs_repetitions-3-unfolded.pnml","total","bk",,,"0.010",,,,,,"265.690","651125"
statistics,"PNML","spec/PNML/Kanban-5.pnml","total","bcm","0.305","0.454","0.000","21","946","1341","9.014","10.15","0.100","2311"
performance,"PNML","spec/PNML/MAPK-20.pnml","bipartite","vacm",,,"0.000",,,,,,"15.760","61737"
performance,"PNML","spec/PNML/BridgeAndVehicles-V20-P20-N10-unfolded.pnml","bipartite","Noack2",,,"0.010",,,,,,"340.390","1765043"
statistics,"PNML","spec/PNML/angiogenesis-10.pnml","total","bs","0.28","0.3841","0.000","206","14587","16457","18.274","19.476","59.800","243743"
performance,"PNML","spec/PNML/BridgeAndVehicles-V20-P20-N10-unfolded.pnml","bipartite","Noack1",,,"0.010",,,,,,"87.760","762331"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC2048.pnml","total","vgps","0.51","0.82","0.000","11","454","687","8.705","9.124","0.000","9"
statistics,"PNML","spec/PNML/RAS-R-100.pnml","total","vacm","0.016101","0.016428","0.060","14","16173","26800","9.629838","9.70408","10.960","17427"
performance,"PNML","spec/PNML/MAPK-8.pnml","bipartite","f",,,"0.000",,,,,,"0.070","893"
performance,"PNML","spec/PNML/TokenRing-10-unfolded.pnml","total","vgps",,,"1.000",,,,,,"2.900","4241"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0008.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/FMS-50.pnml","bipartite","bcm","0.205","0.247","0.000","6","212","306","4.095","4.402","65.300","180188"
performance,"PNML","spec/PNML/MAPK-8.pnml","bipartite","bcm",,,"0.000",,,,,,"0.040","1044"
statistics,"PNML","spec/PNML/shared_memory-pt-10.pnml","none","none","0.46565","0.66413",0,"322","74932","26035","85.3548","94.0809","1.100","19269"
performance,"PNML","spec/PNML/HouseConstruction-005.pnml","bipartite","vacm",,,"0.000",,,,,,"0.210","9352"
performance,"PNML","spec/PNML/MultiwaySync.pnml","total","bs",,,"0.070",,,,,,"2.250","3840"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT4096DC2048.pnml","total","bs",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/closed_system2.pnml","total","vacm",,,"0.070",,,,,,"4.050","22740"
performance,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","total","vacm",,,"0.000",,,,,,"0.040","1559"
performance,"PNML","spec/PNML/simple_lbs-5.pnml","total","vcm",,,"0.000",,,,,,"1.820","18685"
performance,"PNML","spec/PNML/2-10_phaseVariation.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.130","1758"
statistics,"PNML","spec/PNML/2-10_phaseVariation.pnml","bipartite","vcm","0.785","1.57","0.000","68","4423","5635","38.27","43.95","0.300","1233"
performance,"PNML","spec/PNML/Vasy2003.pnml","none","none",,,0,,,,,,"389.490",
statistics,"PNML","spec/PNML/SwimmingPool-1.pnml","total","bk","0.63","1","0.000","15","448","630","8.833","9.422","0.570","12165"
statistics,"PNML","spec/PNML/CircularTrain-024.pnml","total","vacm","0.1884","0.2261","0.000","16","2449","4035","13.607","13.9","0.050","1327"
statistics,"PNML","spec/PNML/Kanban-20.pnml","total","bk","0.332","0.504","0.000","22","971","1397","9.694","11.16","127.010","533981"
performance,"PNML","spec/PNML/eratosthenes-010.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","14"
performance,"PNML","spec/PNML/eratosthenes-010.pnml","bipartite","vcm",,,"0.000",,,,,,"0.000","14"
statistics,"PNML","spec/PNML/simple_lbs-2.pnml","bipartite","bs","0.3681","0.4497","0.000","63","2007","1934","10.71","11.79","0.060","766"
statistics,"PNML","spec/PNML/closed_system2.pnml","total","bk","0.13401","0.14532","0.040","227","128666","190278","73.08218","92.58776","4.520","16267"
performance,"PNML","spec/PNML/circadian_clock-000001.pnml","total","bs",,,"0.000",,,,,,"0.000","36"
statistics,"PNML","spec/PNML/IBM703.pnml","bipartite","Noack1","0.039875","0.056525","0.000","514","161066","26554","149.967","168.233","0.370","2449"
performance,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","bipartite","f",,,"0.000",,,,,,"0.050","442"
performance,"PNML","spec/PNML/MAPK-80.pnml","bipartite","Noack2",,,"0.000",,,,,,"728.330","740632"
performance,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","bipartite","bcm",,,"0.000",,,,,,"0.050","456"
performance,"PNML","spec/PNML/MAPK-20.pnml","bipartite","bs",,,"0.000",,,,,,"1.310","9379"
performance,"PNML","spec/PNML/SafeBus-03-unfolded.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.570","5430"
performance,"PNML","spec/PNML/TokenRing-20-unfolded.pnml","bipartite","Noack2",,,"0.280",,,,,,"1583.100","77677"
performance,"PNML","spec/PNML/SwimmingPool-3.pnml","bipartite","vgps",,,"0.000",,,,,,"27.360","66994"
performance,"PNML","spec/PNML/parking_4_16.pnml","total","bs",,,"0.040",,,,,,"2.760","18203"
performance,"PNML","spec/PNML/RAS-R-5.pnml","total","bs",,,"0.000",,,,,,"0.000","74"
statistics,"PNML","spec/PNML/Peterson-2.pnml","none","none","0.41036","0.59037",0,"169","31779","11060","64.259","71.413","6.600","12569"
performance,"PNML","spec/PNML/QCertifProtocol_02-unfold.pnml","total","vacm",,,"0.000",,,,,,"0.090","2956"
statistics,"PNML","spec/PNML/Philosophers-1000.pnml","total","vacm","0.0015194","0.0015225099","203.000","36","741923","1047339","26.3400769","26.7705378","43.460","31979"
performance,"PNML","spec/PNML/dekker-20.pnml","bipartite","Noack2",,,"0.010",,,,,,"31.450","2575"
performance,"PNML","spec/PNML/dekker-15.pnml","total","vgps",,,"0.020",,,,,,"183.290","802711"
performance,"PNML","spec/PNML/MultiwaySync.pnml","total","bs",,,"0.060",,,,,,"2.320","3840"
performance,"PNML","spec/PNML/Philosophers-50.pnml","bipartite","bcm",,,"0.010",,,,,,"0.080","1578"
performance,"PNML","spec/PNML/rwmutex-r10w20.pnml","total","bk",,,"0.000",,,,,,"0.410","23138"
performance,"PNML","spec/PNML/BridgeAndVehicles-V10-P10-N10-unfolded.pnml","bipartite","Noack1",,,"0.010",,,,,,"8.880","82144"
statistics,"PNML","spec/PNML/galloc_res-3.pnml","total","bk","0.761915","1.31425","170.860","30973","949489319","1111248490","7476.850745","7992.0542","0.820","3773"
performance,"PNML","spec/PNML/SwimmingPool-2.pnml","total","vacm",,,"0.000",,,,,,"4.120","21749"
statistics,"PNML","spec/PNML/simple_lbs-2.pnml","total","vacm","0.3875","0.6735","0.010","123","22757","31012","65.01","72.703","0.020","841"
statistics,"PNML","spec/PNML/shared_memory-pt-5.pnml","bipartite","bs","0.4479","0.6353","0.000","79","2730","2852","8.115","8.376","0.020","383"
performance,"PNML","spec/PNML/Kanban-20.pnml","bipartite","Noack2",,,"0.000",,,,,,"87.070","609636"
performance,"PNML","spec/PNML/parking_1_4.pnml","total","vcm",,,"0.000",,,,,,"0.640","23283"
performance,"PNML","spec/PNML/IOTP_c5m4p3d2.pnml","total","bs",,,"0.000",,,,,,"3.720","25789"
performance,"PNML","spec/PNML/SwimmingPool-3.pnml","bipartite","vgps",,,"0.000",,,,,,"27.800","66994"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0064DC0032.pnml","bipartite","vcm","0.53","0.82","0.000","7","99","134","4.82","5.19","0.000","9"
statistics,"PNML","spec/PNML/IOTP_c3m3p3d3.pnml","bipartite","vcm","0.1319","0.1512","0.000","20","1976","2776","10.526","11.387","1.320","13225"
performance,"PNML","spec/PNML/circadian_clock-000010.pnml","total","bcm",,,"0.000",,,,,,"0.020","228"
statistics,"PNML","spec/PNML/closed_system1.pnml","total","bcm","0.12483","0.13256","0.040","231","126931","186836","71.45069","90.9565","1.150","6220"
performance,"PNML","spec/PNML/raft_03.pnml","bipartite","vacm",,,"0.000",,,,,,"0.140","1397"
statistics,"PNML","spec/PNML/circadian_clock-000010.pnml","bipartite","vcm","0.446","0.722","0.000","11","265","377","7.37","7.88","0.070","2768"
performance,"PNML","spec/PNML/RAS-C-3.pnml","bipartite","vgps",,,"0.000",,,,,,"0.000","60"
performance,"PNML","spec/PNML/CircularTrain-048.pnml","bipartite","bk",,,"0.000",,,,,,"0.520","9703"
performance,"PNML","spec/PNML/closed_system4.pnml","total","vacm",,,"0.070",,,,,,"7.920","35242"
performance,"PNML","spec/PNML/simple_lbs-2.pnml","bipartite","bk",,,"0.000",,,,,,"0.090","1298"
statistics,"PNML","spec/PNML/sg-2-1-2.pnml","bipartite","Noack1","0.1736","0.2097","0.000","137","11473","3646","42.343","46.856","3.540","20986"
performance,"PNML","spec/PNML/FMS-20.pnml","bipartite","bcm",,,"0.000",,,,,,"1.200","14968"
performance,"PNML","spec/PNML/rwmutex-r10w100.pnml","none","none",,,0,,,,,,"3.290",
statistics,"PNML","spec/PNML/Kanban-10.pnml","bipartite","vcm","0.32","0.398","0.000","8","209","284","5.594","5.945","2.360","29326"
performance,"PNML","spec/PNML/Peterson-3.pnml","bipartite","vgps",,,"0.000",,,,,,"503.370","193667"
performance,"PNML","spec/PNML/UtahNoC.pnml","bipartite","vcm",,,"0.020",,,,,,"789.880","174164"
statistics,"PNML","spec/PNML/RAS-R-5.pnml","total","vacm","0.275","0.378","0.000","14","878","1340","9.72","10.1","0.010","78"
performance,"PNML","spec/PNML/philo_dyn-3-unfolded.pnml","bipartite","vacm",,,"0.000",,,,,,"0.020","520"
statistics,"PNML","spec/PNML/lamport_fmea-3.pnml","bipartite","bk","0.39519","0.52594","0.000","106","18518","23855","44.703","52.856","2.920","20079"
performance,"PNML","spec/PNML/Kanban-5.pnml","bipartite","bs",,,"0.000",,,,,,"0.060","1023"
performance,"PNML","spec/PNML/TokenRing-10-unfolded.pnml","bipartite","vcm",,,"0.010",,,,,,"2.750","4376"
statistics,"PNML","spec/PNML/QCertifProtocol_02-unfold.pnml","total","vacm","0.2051","0.2724","0.010","57","15570","23332","37.9068","39.7801","0.070","2956"
statistics,"PNML","spec/PNML/lamport_fmea-2.pnml","total","bk","0.3714","0.5219","0.000","178","60477","86309","68.5703","75.405","0.110","1488"
performance,"PNML","spec/PNML/CircularTrain-012.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.010","259"
performance,"PNML","spec/PNML/Kanban-10.pnml","bipartite","vacm",,,"0.000",,,,,,"3.660","111267"
statistics,"PNML","spec/PNML/MAPK-20.pnml","total","vacm","0.264","0.36","0.010","30","2908","4314","17.676","18.951","11.430","54042"
