"type","language","filename","graph","reordering","NES","NWES","time","bandwidth","profile","span","avgwavefront","RMSwavefront","reachtime","peaknodes"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT4096DC2048.pnml","bipartite","vacm","0.46","0.68","0.000","5","82","109","4.12","4.3","0.000","9"
performance,"PNML","spec/PNML/2D8_gradient_30x30_10.pnml","bipartite","bs",,,"0.420",,,,,,"94.770","59290"
statistics,"PNML","spec/PNML/circadian_clock-000001.pnml","none","none","0.701","1.26",0,"29","633","304","10.4","11.4","0.000","156"
performance,"PNML","spec/PNML/lamport_fmea-3.pnml","total","vgps",,,"0.010",,,,,,"1.290","13847"
performance,"PNML","spec/PNML/soli0_square5.pnml","total","vacm",,,"0.010",,,,,,"17.470","114207"
statistics,"PNML","spec/PNML/philo_dyn-3-unfolded.pnml","none","none","0.7575","1.358",0,"112","8471","3918","24.474","25.763","0.090","1438"
performance,"PNML","spec/PNML/SwimmingPool-2.pnml","total","bcm",,,"0.000",,,,,,"18.690","209504"
performance,"PNML","spec/PNML/simple_lbs-2.pnml","bipartite","vgps",,,"0.000",,,,,,"0.080","1288"
performance,"PNML","spec/PNML/RAS-C-50.pnml","total","vacm",,,"0.010",,,,,,"0.210","2638"
performance,"PNML","spec/PNML/closed_system1.pnml","total","bk",,,"0.010",,,,,,"1.180","5664"
performance,"PNML","spec/PNML/RAS-R-2.pnml","bipartite","bk",,,"0.000",,,,,,"0.000","28"
statistics,"PNML","spec/PNML/SwimmingPool-5.pnml","total","vcm","0.49","0.75","0.000","11","338","495","8.028","8.529","412.180","287484"
statistics,"PNML","spec/PNML/2D8_gradient_10x10_10.pnml","bipartite","bs","0.099591","0.12077","0.020","178","79992","59013","13.9298","14.5077","2.690","6490"
performance,"PNML","spec/PNML/raft_03.pnml","total","bs",,,"0.000",,,,,,"0.130","1871"
performance,"PNML","spec/PNML/eratosthenes-010.pnml","bipartite","f",,,"0.000",,,,,,"0.000","14"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC4096.pnml","bipartite","Noack1","0.57","0.94","0.000","14","195","78","6.53","7.11","0.000","9"
performance,"PNML","spec/PNML/erk-000010.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.030","1064"
performance,"PNML","spec/PNML/angiogenesis-15.pnml","bipartite","Noack1",,,"0.000",,,,,,"861.850","3153166"
performance,"PNML","spec/PNML/simple_lbs-2.pnml","total","vacm",,,"0.000",,,,,,"0.020","841"
performance,"PNML","spec/PNML/RAS-R-50.pnml","bipartite","bcm",,,"0.000",,,,,,"1.380","4525"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC1024.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC2048.pnml","total","bs",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/IBM319.pnml","bipartite","f",,,"0.050",,,,,,"0.340","1980"
statistics,"PNML","spec/PNML/dekker-10.pnml","bipartite","f","0.4135","0.6291","0.000",,,,,,"0.070","465"
performance,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.020","709"
statistics,"PNML","spec/PNML/RAS-R-5.pnml","total","bcm","0.275","0.348","0.000","17","909","1395","8.5","8.846","0.000","93"
performance,"PNML","spec/PNML/erk-000100.pnml","total","vgps",,,"0.000",,,,,,"868.150","379861"
statistics,"PNML","spec/PNML/SwimmingPool-4.pnml","total","vacm","0.49","0.75","0.000","11","338","495","8.028","8.529","135.880","151489"
statistics,"PNML","spec/PNML/RAS-C-15.pnml","bipartite","Noack2","0.08037","0.08642","0.000","147","11720","782","46.3","53.099","0.030","704"
performance,"PNML","spec/PNML/RAS-C-15.pnml","bipartite","vgps",,,"0.000",,,,,,"0.020","792"
performance,"PNML","spec/PNML/RAS-C-20.pnml","none","none",,,0,,,,,,"0.030",
performance,"PNML","spec/PNML/dekker-10.pnml","bipartite","vgps",,,"0.010",,,,,,"1.040","21103"
statistics,"PNML","spec/PNML/RAS-R-3.pnml","total","vcm","0.42","0.66","0.000","14","555","804","9.78","10.35","0.000","42"
statistics,"PNML","spec/PNML/FMS-50.pnml","total","vgps","0.207","0.238","0.000","13","902","1390","8.835","9.458","35.650","197979"
performance,"PNML","spec/PNML/FMS-50.pnml","none","none",,,0,,,,,,"199.800",
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0512DC0256.pnml","bipartite","bcm","0.51","0.78","0.000","6","94","125","4.35","4.61","0.000","9"
performance,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","none","none",,,0,,,,,,"0.060",
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC2048.pnml","none","none","0.6","1",0,"16","197","80","6.53","7.11","0.000","9"
statistics,"PNML","spec/PNML/closed_system3.pnml","bipartite","Noack1","0.084008","0.12285","0.010","394","96083","7481","122.088","138.487","2.950","13747"
statistics,"PNML","spec/PNML/2D8_gradient_40x40_10.pnml","bipartite","Noack1","0.019444681","0.021252393","0.410","13681","98378712","2901970","889.991956","1004.2558","743.120","105492"
performance,"PNML","spec/PNML/IOTP_c5m4p3d2.pnml","total","vgps",,,"0.000",,,,,,"3.980","49363"
performance,"PNML","spec/PNML/HouseConstruction-005.pnml","total","bk",,,"0.000",,,,,,"0.350","9857"
performance,"PNML","spec/PNML/Philosophers-20.pnml","total","bs",,,"0.000",,,,,,"0.020","615"
statistics,"PNML","spec/PNML/soli0_square5.pnml","total","bcm","0.2819","0.3709","0.010","135","55727","80363","49.4695","51.9319","21.940","98267"
performance,"PNML","spec/PNML/RAS-R-5.pnml","total","bs",,,"0.000",,,,,,"0.000","74"
statistics,"PNML","spec/PNML/FMS-10.pnml","bipartite","f","0.175","0.224","0.000",,,,,,"0.070","1526"
statistics,"PNML","spec/PNML/BridgeAndVehicles-V04-P05-N02-unfolded.pnml","none","none","0.6415","1.081",0,"66","4243","1784","21.3","23.1","0.120","2090"
statistics,"PNML","spec/PNML/BridgeAndVehicles-V10-P10-N10-unfolded.pnml","bipartite","bs","0.59773","0.85344","0.020","327","55126","49990","22.3571","23.2581","80.970","228156"
performance,"PNML","spec/PNML/Kanban-10.pnml","total","vgps",,,"0.000",,,,,,"2.200","60853"
performance,"PNML","spec/PNML/cs_repetitions-3-unfolded.pnml","bipartite","Noack2",,,"0.000",,,,,,"51.980","113864"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0064DC0016.pnml","total","vacm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/rwmutex-r10w500.pnml","bipartite","vacm",,,"1.140",,,,,,"168.260","516067"
statistics,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","bipartite","f","0.2612","0.3535","0.010",,,,,,"0.060","442"
statistics,"PNML","spec/PNML/neoelection-2.unf.pnml","bipartite","bcm","0.123313","0.0685249","0.030","181","60750","80493","50.6528","70.7191","0.480","1360"
performance,"PNML","spec/PNML/Philosophers-500.pnml","bipartite","Noack2",,,"0.260",,,,,,"17.770","16973"
performance,"PNML","spec/PNML/SwimmingPool-1.pnml","total","bcm",,,"0.000",,,,,,"0.590","18569"
performance,"PNML","spec/PNML/simple_lbs-2.pnml","total","bs",,,"0.000",,,,,,"0.040","949"
statistics,"PNML","spec/PNML/Philosophers-10.pnml","bipartite","bs","0.1628","0.194","0.000","26","939","1179","4.96","5.077","0.010","368"
performance,"PNML","spec/PNML/rwmutex-r10w10.pnml","total","vcm",,,"0.000",,,,,,"0.130","12347"
statistics,"PNML","spec/PNML/SwimmingPool-5.pnml","bipartite","bs","0.51","0.78","0.000","7","78","103","3.62","3.79","580.020","1624425"
performance,"PNML","spec/PNML/galloc_res-3.pnml","none","none",,,0,,,,,,"2.350",
performance,"PNML","spec/PNML/CircularTrain-012.pnml","total","vgps",,,"0.000",,,,,,"0.010","277"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0128DC0032.pnml","bipartite","bk",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/Philosophers-10.pnml","bipartite","bcm","0.1436","0.1651","0.000","10","1009","1498","7.8","8.073","0.000","297"
statistics,"PNML","spec/PNML/rwmutex-r10w10.pnml","bipartite","vcm","0.537","0.9666","0.000","47","3450","3166","29.98","32.8","0.150","15404"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0128.pnml","none","none",,,0,,,,,,"0.000",
performance,"PNML","spec/PNML/FMS-20.pnml","bipartite","vgps",,,"0.000",,,,,,"1.190","18250"
statistics,"PNML","spec/PNML/lamport_fmea-3.pnml","total","bs","0.25827","0.2598","0.060","549","114468","124691","46.0891","49.5801","1.510","7457"
performance,"PNML","spec/PNML/eratosthenes-100.pnml","none","none",,,0,,,,,,"0.060",
statistics,"PNML","spec/PNML/Philosophers-5.pnml","total","bcm","0.27","0.348","0.010","28","2984","4608","15.846","16.636","0.000","137"
performance,"PNML","spec/PNML/RAS-C-20.pnml","total","bcm",,,"0.000",,,,,,"0.040","1018"
performance,"PNML","spec/PNML/IBM319.pnml","total","bk",,,"0.000",,,,,,"0.220","1339"
performance,"PNML","spec/PNML/Philosophers-1000.pnml","total","vgps",,,"2.240",,,,,,"27.690","40944"
statistics,"PNML","spec/PNML/simple_lbs-5.pnml","total","vgps","0.45471","0.61285","0.080","544","457136","623382","194.3602","226.1047","2.740","20108"
statistics,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","total","bcm","0.344","0.4476","0.020","296","107369","149487","90.8545","98.4423","0.050","480"
performance,"PNML","spec/PNML/QCertifProtocol_02-unfold.pnml","total","bk",,,"0.000",,,,,,"0.140","2860"
performance,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","bipartite","bcm",,,"0.000",,,,,,"0.060","456"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0008.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/RAS-C-5.pnml","total","vgps",,,"0.010",,,,,,"0.000","226"
statistics,"PNML","spec/PNML/Philosophers-50.pnml","bipartite","vacm","0.030064","0.03119","0.010","11","5352","8114","10.146","10.2199","0.090","1578"
statistics,"PNML","spec/PNML/simple_lbs-10.pnml","bipartite","Noack2","0.324","0.56536","0.010","708","279321","49725","92.3935","95.839","1014.430","821380"
performance,"PNML","spec/PNML/RAS-C-20.pnml","total","bcm",,,"0.000",,,,,,"0.040","1018"
performance,"PNML","spec/PNML/rwmutex-r10w50.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.680","28992"
performance,"PNML","spec/PNML/shared_memory-pt-5.pnml","bipartite","vcm",,,"0.000",,,,,,"0.020","1295"
performance,"PNML","spec/PNML/BridgeAndVehicles-V20-P10-N50-unfolded.pnml","bipartite","Noack1",,,"0.050",,,,,,"295.250","1016575"
statistics,"PNML","spec/PNML/HouseConstruction-002.pnml","total","bcm","0.212","0.265","0.000","16","1045","1602","8.579","9.385","0.010","584"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0064.pnml","none","none",,,0,,,,,,"0.000",
performance,"PNML","spec/PNML/BridgeAndVehicles-V04-P05-N02-unfolded.pnml","bipartite","vgps",,,"0.000",,,,,,"0.200","2796"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0128DC0064.pnml","none","none",,,0,,,,,,"0.000",
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC0512.pnml","total","bs","0.47","0.7","0.000","17","432","590","6.727","7.023","0.000","9"
performance,"PNML","spec/PNML/Peterson-2.pnml","total","bk",,,"0.000",,,,,,"2.420","7858"
performance,"PNML","spec/PNML/cs_repetitions-3-unfolded.pnml","total","vcm",,,"0.000",,,,,,"41.360","244850"
performance,"PNML","spec/PNML/Philosophers-500.pnml","bipartite","bcm",,,"0.350",,,,,,"7.090","15977"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0016.pnml","bipartite","Noack2","0.57","0.94","0.000","14","195","78","6.53","7.11","0.000","9"
performance,"PNML","spec/PNML/SwimmingPool-3.pnml","total","bk",,,"0.000",,,,,,"153.590","529520"
statistics,"PNML","spec/PNML/BridgeAndVehicles-V10-P10-N10-unfolded.pnml","bipartite","Noack2","0.4587","0.7304","0.010","335","64824","15366","42.6994","44.4101","14.990","133418"
statistics,"PNML","spec/PNML/neoelection-2.unf.pnml","total","bk","0.120371","0.065048","0.190","998","1307678","1727304","235.0144","277.4329","0.420","1331"
performance,"PNML","spec/PNML/angiogenesis-01.pnml","total","vcm",,,"0.000",,,,,,"0.010","370"
statistics,"PNML","spec/PNML/IBM319.pnml","bipartite","bk","0.04501","0.044545","0.010","19","4745","7414","9.04872","9.86757","0.280","1332"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC2048.pnml","total","vacm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0512DC0256.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/2D8_gradient_5x5_10.pnml","total","bcm",,,"0.000",,,,,,"0.170","1540"
statistics,"PNML","spec/PNML/closed_system2.pnml","bipartite","vcm","0.15803","0.18231","0.010","80","19385","28980","38.9885","43.505","6.440","39191"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0016DC0008.pnml","total","vcm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/SwimmingPool-3.pnml","bipartite","vcm",,,"0.000",,,,,,"25.890","66994"
performance,"PNML","spec/PNML/parking_1_4.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.050","816"
performance,"PNML","spec/PNML/HouseConstruction-002.pnml","total","vgps",,,"0.000",,,,,,"0.020","558"
statistics,"PNML","spec/PNML/sg-2-1-2.pnml","total","vgps","0.2016","0.2639","0.010","82","20996","30233","43.0701","47.6634","4.360","12149"
statistics,"PNML","spec/PNML/QCertifProtocol_02-unfold.pnml","bipartite","bs","0.1946","0.232","0.000","47","3011","3070","8.6056","9.0172","0.070","2331"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0064.pnml","total","bs",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","total","bk","0.427","0.653","0.000","60","6260","8825","28.281","31.057","0.050","975"
performance,"PNML","spec/PNML/FMS-2.pnml","total","bk",,,"0.000",,,,,,"0.000","131"
performance,"PNML","spec/PNML/neoelection-3.unf.pnml","none","none",,,0,,,,,,"12.990",
performance,"PNML","spec/PNML/Philosophers-5.pnml","none","none",,,0,,,,,,"0.020",
performance,"PNML","spec/PNML/IBM5964.pnml","total","vgps",,,"0.010",,,,,,"0.160","2441"
statistics,"PNML","spec/PNML/2D8_gradient_40x40_10.pnml","bipartite","bs","0.022026635","0.024031129","16.050","706","5673425","4344194","47.827133","49.5166779","260.640","105490"
performance,"PNML","spec/PNML/2D8_gradient_5x5_10.pnml","bipartite","vacm",,,"0.000",,,,,,"0.310","1753"
performance,"PNML","spec/PNML/circadian_clock-000001.pnml","total","vacm",,,"0.000",,,,,,"0.000","35"
performance,"PNML","spec/PNML/eratosthenes-020.pnml","bipartite","f",,,"0.000",,,,,,"0.000","30"
performance,"PNML","spec/PNML/5-10_phaseVariation.pnml","total","vgps",,,"0.800",,,,,,"1172.940","786960"
performance,"PNML","spec/PNML/Kanban-20.pnml","bipartite","vgps",,,"0.000",,,,,,"9.840","39367"
statistics,"PNML","spec/PNML/CircularTrain-192.pnml","bipartite","vacm","0.02455","0.025244","0.030","8","4467","6388","6.94618","7.06677","706.140","547204"
performance,"PNML","spec/PNML/CircularTrain-012.pnml","bipartite","bk",,,"0.000",,,,,,"0.010","302"
performance,"PNML","spec/PNML/RAS-R-5.pnml","total","vacm",,,"0.000",,,,,,"0.000","78"
performance,"PNML","spec/PNML/RAS-R-50.pnml","bipartite","Noack2",,,"0.000",,,,,,"1.220","3933"
performance,"PNML","spec/PNML/parking_2_8.pnml","none","none",,,0,,,,,,"0.200",
performance,"PNML","spec/PNML/cs_repetitions-3-unfolded.pnml","total","vgps",,,"0.010",,,,,,"94.850","528022"
performance,"PNML","spec/PNML/erk-000100.pnml","total","vacm",,,"0.000",,,,,,"362.190","586711"
performance,"PNML","spec/PNML/SwimmingPool-2.pnml","bipartite","bk",,,"0.000",,,,,,"5.180","21749"
statistics,"PNML","spec/PNML/IBM319.pnml","bipartite","f","0.055181","0.062428","0.060",,,,,,"0.310","1980"
performance,"PNML","spec/PNML/shared_memory-pt-10.pnml","total","bs",,,"0.030",,,,,,"2.960","30896"
performance,"PNML","spec/PNML/raft_04.pnml","bipartite","vacm",,,"0.010",,,,,,"2.330","45008"
statistics,"PNML","spec/PNML/RAS-R-100.pnml","bipartite","vgps","0.016052","0.016329","0.020","4","2909","4593","4.32226","4.38928","10.270","17423"
performance,"PNML","spec/PNML/2D8_gradient_5x5_10.pnml","total","vcm",,,"0.000",,,,,,"0.360","1707"
performance,"PNML","spec/PNML/eratosthenes-200.pnml","bipartite","vgps",,,"0.030",,,,,,"0.300","352"
statistics,"PNML","spec/PNML/RAS-R-20.pnml","bipartite","bs","0.07649","0.08295","0.000","9","872","986","3.7541","3.7874","0.080","703"
performance,"PNML","spec/PNML/FMS-20.pnml","total","vacm",,,"0.000",,,,,,"2.220","31901"
statistics,"PNML","spec/PNML/RAS-C-20.pnml","bipartite","bs","0.06469","0.0683","0.000","12","1513","1840","4.795","4.8296","0.040","1030"
statistics,"PNML","spec/PNML/QCertifProtocol_02-unfold.pnml","bipartite","Noack1","0.2417","0.3094","0.000","134","12238","3539","52.57","58.712","0.050","2265"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC4096.pnml","total","vacm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/RAS-C-20.pnml","bipartite","bcm",,,"0.000",,,,,,"0.060","1018"
performance,"PNML","spec/PNML/RAS-R-15.pnml","bipartite","vacm",,,"0.000",,,,,,"0.040","405"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT1024DC0512.pnml","bipartite","bs",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/IBMB2S565S3960.pnml","total","bs",,,"0.010",,,,,,"86.770","604538"
performance,"PNML","spec/PNML/sg-2-1-2.pnml","total","vgps",,,"0.000",,,,,,"4.870","12149"
statistics,"PNML","spec/PNML/angiogenesis-05.pnml","total","bk","0.3253","0.4268","0.000","84","17497","25659","39.306","43.905","15.260","111978"
performance,"PNML","spec/PNML/5-10_phaseVariation.pnml","total","bs",,,"0.440",,,,,,"79.880","55248"
performance,"PNML","spec/PNML/closed_system3.pnml","bipartite","Noack1",,,"0.000",,,,,,"3.020","13747"
statistics,"PNML","spec/PNML/database4UNFOLD.pnml","total","bcm","0.27623","0.38467","0.020","180","84277","127289","81.5789","89.9488","116.200","915040"
performance,"PNML","spec/PNML/RAS-R-3.pnml","bipartite","bs",,,"0.000",,,,,,"0.000","36"
performance,"PNML","spec/PNML/raft_02.pnml","total","vacm",,,"0.000",,,,,,"0.010","433"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0128.pnml","total","bk",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/simple_lbs-2.pnml","total","vgps","0.4833","0.7798","0.010","136","26386","35746","73.926","82.351","0.060","1309"
performance,"PNML","spec/PNML/open_system_0.pnml","total","bk",,,"0.010",,,,,,"7.330","26810"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT1024DC0256.pnml","bipartite","bcm","0.51","0.78","0.000","6","94","125","4.35","4.61","0.000","9"
performance,"PNML","spec/PNML/circadian_clock-000100.pnml","bipartite","Noack1",,,"0.000",,,,,,"14.600","42230"
statistics,"PNML","spec/PNML/RAS-C-5.pnml","bipartite","vacm","0.233","0.302","0.000","8","340","412","6.06","6.247","0.000","231"
performance,"PNML","spec/PNML/Philosophers-50.pnml","bipartite","bk",,,"0.000",,,,,,"0.130","1872"
performance,"PNML","spec/PNML/TokenRing-15-unfolded.pnml","total","vgps",,,"11.840",,,,,,"118.460","15045"
statistics,"PNML","spec/PNML/TokenRing-15-unfolded.pnml","bipartite","vcm","0.129732","0.141435","0.580","859","1462125","1669483","294.65057","348.8644","103.470","13611"
performance,"PNML","spec/PNML/Philosophers-10.pnml","total","bk",,,"0.000",,,,,,"0.010","341"
performance,"PNML","spec/PNML/unf-8x8-4stageSEN-01.pnml","bipartite","vcm",,,"0.010",,,,,,"36.110","65553"
statistics,"PNML","spec/PNML/MAPK-8.pnml","total","vcm","0.255","0.324","0.000","36","3073","4546","19.528","21.117","0.090","616"
performance,"PNML","spec/PNML/erk-000001.pnml","bipartite","bk",,,"0.000",,,,,,"0.010","35"
performance,"PNML","spec/PNML/angiogenesis-10.pnml","total","vacm",,,"0.000",,,,,,"1008.840","1566623"
statistics,"PNML","spec/PNML/angiogenesis-10.pnml","total","vgps","0.2672","0.3507","0.000","70","13798","20241","41.698","44.818","451.490","818528"
performance,"PNML","spec/PNML/2-100_phaseVariation.pnml","total","vacm",,,"0.000",,,,,,"651.020","424720"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0016DC0008.pnml","bipartite","vacm","0.46","0.68","0.000","5","82","109","4.12","4.3","0.000","9"
performance,"PNML","spec/PNML/2D8_gradient_10x10_10.pnml","bipartite","Noack2",,,"0.000",,,,,,"2.790","6490"
performance,"PNML","spec/PNML/TokenRing-10-unfolded.pnml","bipartite","bk",,,"0.010",,,,,,"2.750","4557"
